"Start Time","Track","Series","Season Year","Season Quarter","Rookie Season","Race Week","Strength of Field","Special Event Type"
"2019.04.12 3:15 AM GMT","Bristol Motor Speedway","NASCAR iRacing Class C Fixed","2019","2","N/A","5","1570",""

"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","Pts","Club Pts","Div","Club ID","Club","Old iRating","New iRating","Old License Level","Old License Sub-Level","New License Level","New License Sub-Level","Series Name","Max Fuel Fill%","Weight Penalty (KG)","Agg Pts"
"1","63","NASCAR Camping World Chevrolet Silverado","71","Camping World Series","92419","92419","Kyle Chadwick","3","17","0","Running","-00.000","29","","29.427","15.522","3","75","16","97","20","5","25","Carolina","1418","1520","15","367","15","336","NASCAR iRacing Class C Fixed","100","0","97"
"2","63","NASCAR Camping World Chevrolet Silverado","71","Camping World Series","328789","328789","Herman Hart","7","12","0","Running","-00.162","0","","29.429","15.598","61","75","10","92","18","7","31","Great Plains","1524","1611","18","266","18","242","NASCAR iRacing Class C Fixed","100","0","92"
"3","63","NASCAR Camping World Chevrolet Silverado","71","Camping World Series","364832","364832","Clint Cox","5","1","0","Running","-00.615","0","","29.435","15.608","2","75","8","87","16","8","23","Mid-South","1759","1827","11","334","11","338","NASCAR iRacing Class C Fixed","100","0","87"
"4","63","NASCAR Camping World Chevrolet Silverado","71","Camping World Series","300623","300623","John Blalock Jr","4","5","0","Running","-00.993","21","","29.440","15.547","61","75","4","82","14","3","23","Mid-South","1742","1801","8","452","8","464","NASCAR iRacing Class C Fixed","100","0","82"
"5","62","NASCAR Camping World Toyota Tundra","71","Camping World Series","307756","307756","Matthew Jerry","6","7","0","Running","-01.048","0","","29.441","15.474","2","75","12","77","12","6","29","Midwest","1686","1738","11","391","11","381","NASCAR iRacing Class C Fixed","100","0","77"
"6","62","NASCAR Camping World Toyota Tundra","71","Camping World Series","17725","17725","John Klickner","14","4","0","Running","-01.278","0","","29.444","15.726","61","75","16","72","10","3","26","Illinois","1742","1782","18","236","18","207","NASCAR iRacing Class C Fixed","100","0","72"
"7","63","NASCAR Camping World Chevrolet Silverado","71","Camping World Series","347477","347477","Stephen Cook","16","13","0","Running","-02.257","0","","29.457","15.786","2","75","8","67","8","4","18","Atlantic","1512","1552","11","352","11","353","NASCAR iRacing Class C Fixed","100","0","67"
"8","62","NASCAR Camping World Toyota Tundra","71","Camping World Series","364069","364069","Luis Felipe Echeverry","21","21","0","Running","-02.363","0","","29.459","15.789","61","75","4","63","6","6","24","Hispanoamérica","1385","1422","15","363","15","371","NASCAR iRacing Class C Fixed","100","0","63"
"9","63","NASCAR Camping World Chevrolet Silverado","71","Camping World Series","304920","304920","Christ Willis","15","3","0","Running","-03.403","0","","29.472","15.762","2","75","8","58","4","5","23","Mid-South","1749","1760","18","266","18","257","NASCAR iRacing Class C Fixed","100","0","58"
"10","63","NASCAR Camping World Chevrolet Silverado","71","Camping World Series","357037","357037","Jacob France","20","14","29","Disqualified","-1 L","0","","29.616","15.684","36","74","18","53","2","4","23","Mid-South","1458","1472","11","336","11","322","NASCAR iRacing Class C Fixed","100","0","53"
